Id;TagName;Count;ExcerptPostId;WikiPostId
2462;tibble;1;109503;109502
2327;disqus;1;101173;101172
2321;ld;1;98302;98301
1999;camtasia;1;97886;97885
1862;epub;1;91397;91396
2311;tumblr;1;91120;91119
2108;easeljs;1;90374;90373
2109;createjs;1;90234;90233
1981;sqldf;1;90160;90159
1562;clips;1;88011;88010
2276;flashback;1;87757;87756
2260;tinyurl;1;85831;85830
2041;casio;1;80893;80892
2162;d;1;78080;78079
2125;tcl;1;74906;74905
1852;firebug;1;61779;61778
1940;projectserver;1;61081;61080
1897;javazoom;1;58089;58088
1844;coda;1;55211;55210
1561;at??mico;1;55041;55040
1714;google-static-maps;1;48159;48158
1617;c3p0;1;43903;43902
1442;yacc;1;35693;35692
1412;ostream;1;34337;34336
1309;tapestry;1;34077;34076
943;formas;1;32382;32381
1336;aptana;1;31770;31769
1068;intel-atom;1;28849;28848
1102;nsdata;1;27184;27183
1156;fax;1;23345;23344
1005;snapkit;1;23318;23317
1140;jco;1;22742;22741
1135;gnat;1;22569;22568
1101;jxl;1;21249;21248
1072;mootools;1;19591;19590
1052;hls;1;17396;17395
915;jooq;1;17343;17342
468;iana;1;17340;17339
974;c++-faq;1;15506;15505
895;profiler;1;15100;15099
956;asm-pic;1;15065;15064
876;cython;1;10015;10014
828;visual-studio-ts;1;8169;8168
826;jmc;1;8139;8138
346;logrotate;1;7097;7096
705;apache-shiro;1;5389;5388
688;agarrar-y-soltar;1;5278;5277
645;zepto;1;5143;5142
654;wasync;1;4328;4327
634;pagejs;1;3905;3904
512;dup;1;3364;3363
587;spring-webflow;1;3259;3258
564;midi;1;2983;2982
536;dbml;1;2777;2776
495;hapijs;1;2192;2191
273;pouchdb;1;1699;1698
419;ntfs;1;1515;1514
307;yiibooster;1;1387;1386
389;bookmarklet;1;1255;1254
182;c??digo-abierto;1;726;725
111;puppet;1;716;715
200;android-auto;1;647;646
152;google-newsstand-producer;1;533;532
3647;web-components;1;;
3561;vtex;1;;
3702;vsftp;1;;
3692;validators.required;1;;
3474;url-encode;1;;
3476;uiview;1;;
3736;uinity;1;;
3724;transition;1;;
3708;traduccion;1;;
3776;tinker;1;;
3553;terraform;1;;
3496;temp;1;;
3738;system;1;;
3670;swagger-ui;1;;
3567;subclases;1;;
3653;sonarqube;1;;
3672;socketcluster;1;;
3637;sikuli;1;;
3634;scriptmanager;1;;
3470;say-cheese;1;;
3677;rxdart;1;;
3681;relative;1;;
3664;regedit;1;;
3732;refrescar;1;;
3737;read;1;;
3629;reactphp;1;;
3703;quagga.js;1;;
3735;pyshark;1;;
3786;pyodbc;1;;
3719;pymongo;1;;
3689;processing;1;;
3762;procedimiento;1;;
3779;postfix;1;;
3730;pop;1;;
3583;php-formatter;1;;
3602;ph;1;;
3537;passport-google-plus-token;1;;
3766;owin;1;;
3520;ordenacion;1;;
3671;oracle-8i;1;;
3631;nonce;1;;
3705;nfa;1;;
3659;mybb;1;;
3678;modalform;1;;
3667;magento;1;;
3646;lit-html;1;;
3645;lit-element;1;;
3668;liquid;1;;
3525;lector-de-pantalla;1;;
3639;laravel-echo;1;;
3585;jquerty;1;;
3715;jemmy;1;;
3758;jcup;1;;
3547;jcreator;1;;
3771;jcalendar;1;;
3580;javarx;1;;
3625;java-awt;1;;
3538;java-10;1;;
3713;jamon;1;;
3754;jacoco-maven-plugin;1;;
3765;jacoco;1;;
3610;ipc;1;;
3609;informatica-power-center;1;;
3694;incubator;1;;
3745;impala;1;;
3731;idle;1;;
3548;icollectionview;1;;
3627;httacces;1;;
3696;graph;1;;
3490;grafana;1;;
3651;generador;1;;
3488;g1;1;;
3701;fondo;1;;
3759;fnmatch;1;;
3728;firebaseui;1;;
3526;findbugs;1;;
3546;filemaker;1;;
3531;fastreport;1;;
3611;faker;1;;
3716;express-validator;1;;
3739;epson;1;;
3725;electron-build;1;;
3749;eclipselink;1;;
3780;dovecot;1;;
3704;dfa;1;;
3536;delegados;1;;
3661;defontana;1;;
3680;debug;1;;
3579;dagger2;1;;
3778;currency;1;;
3752;cup;1;;
3784;cropperjs;1;;
3748;criteria-api;1;;
3722;criteria;1;;
3787;cpan;1;;
3761;coolbeans;1;;
3633;collect;1;;
3764;codacy;1;;
3720;cleardb;1;;
3649;cisco;1;;
3729;blazor;1;;
3613;avro;1;;
3706;automatas;1;;
3769;attached-properties;1;;
3740;aspnet;1;;
3524;aria;1;;
3777;appium;1;;
3757;antlr;1;;
3775;angular8;1;;
3658;android-security;1;;
